"","PRISM.7122","PRISM.7147","PRISM.7150","PRISM.7153","PRISM.7184","PRISM.7238","PRISM.7406","PRISM.7408","PRISM.7421","PRISM.7445","PRISM.7486","PRISM.7496","PRISM.7506","PRISM.7547","PRISM.7658","PRISM.7744","PRISM.7759","PRISM.7762","PRISM.7776","PRISM.7791","PRISM.7843","PRISM.7852","PRISM.7875","PRISM.7897","PRISM.7938","PRISM.7941","PRISM.7947","PRISM.7948","PRISM.7971","PRISM.7989","PRISM.8095","PRISM.8096","PRISM.8101","PRISM.8106","PRISM.8129","PRISM.8226","PRISM.8264","PRISM.8275","PRISM.8336","PRISM.8361","PRISM.8374","PRISM.8377","PRISM.8406","PRISM.8441","PRISM.8444","PRISM.8447","PRISM.8452","PRISM.8458","PRISM.8462","PRISM.8464","PRISM.8466","PRISM.8467","PRISM.8475","PRISM.8480","PRISM.8483","PRISM.8485","PRISM.8496","PRISM.8502","PRISM.8503","PRISM.8511","PRISM.8513","PRISM.8515","PRISM.8523","PRISM.8534","PRISM.8537","PRISM.8550","PRISM.8564","PRISM.8565","PRISM.8573","PRISM.8577","PRISM.8591","PRISM.8592","PRISM.8605","PRISM.8624","PRISM.8628","PRISM.8629","PRISM.8667","PRISM.8675","PRISM.8692","PRISM.8696","PRISM.8728","PRISM.8734","PRISM.8735","PRISM.8746","PRISM.8749","PRISM.8753","PRISM.8758","PRISM.8778","PRISM.8783","PRISM.8785","PRISM.8794","PRISM.8795","PRISM.8800","PRISM.8802","PRISM.8803","PRISM.8805","PRISM.8806","PRISM.8807","PRISM.8809","PRISM.8815","PRISM.8841","PRISM.8843","PRISM.8844","PRISM.8846","PRISM.8847","PRISM.8849","PRISM.8878","PRISM.8882","PRISM.8892","PRISM.8894","PRISM.8898","PRISM.8924","PRISM.8932","PRISM.8982","PRISM.8998","PRISM.9010","PRISM.9018","PRISM.9030","PRISM.9033","PRISM.9074","PRISM.9079","Validation.UMCG0333264","Validation.UMCG1180653","Validation.UMCG1576297","Validation.UMCG1705352","Validation.UMCG1708847","Validation.UMCG2023308","Validation.UMCG2136686","Validation.UMCG2739287","Validation.UMCG2788516","Validation.UMCG3243705","Validation.UMCG3299495","Validation.UMCG3321127","Validation.UMCG3595094","Validation.UMCG3748218","Validation.UMCG4000898","Validation.UMCG4081271","Validation.UMCG4268471","Validation.UMCG4722506","Validation.UMCG4789724","Validation.UMCG4851027","Validation.UMCG5113553","Validation.UMCG5308346","Validation.UMCG5437940","Validation.UMCG5613882","Validation.UMCG5792346","Validation.UMCG5921444","Validation.UMCG6047689","Validation.UMCG6054655","Validation.UMCG6262744","Validation.UMCG6628208","Validation.UMCG6720116","Validation.UMCG6738619","Validation.UMCG6868484","Validation.UMCG6966873","Validation.UMCG7115152","Validation.UMCG7198526","Validation.UMCG7563651","Validation.UMCG8089650","Validation.UMCG8255148","Validation.UMCG8438880","Validation.UMCG9119812","Validation.UMCG9189151","Validation.UMCG9830707"
"2-hydroxyglutarate",22302.4,14313.8,32732.9,18518.8,8320.5,282.857,729.921,25285.3,3150.6,678.141,224.689,13783.4,18990.9,24444.8,3936.23,6497.18,7674.86,128.76,3034.15,19856.9,249.868,9455.5,657.348,378.919,397.925,4273.28,22861,1414.36,531.553,4021.83,833.859,457.574,30092,273.779,369.217,361.953,326.671,1521.4,535.002,987.478,3682.99,2769.71,596.404,3733.99,3381.62,5275.52,1442.5,20553.3,1925.65,445.559,19977.2,1955.75,495.361,1751.64,1575.88,570.634,10184.4,625.421,4648.12,7238.89,6688.3,2630.04,5821.5,798.668,512.952,706.007,440.603,1310.48,1457.51,10384.2,437.738,3237.66,758.139,8640.15,9350.16,1699.32,697.865,176.712,14095.6,1330.33,9549.98,48744.8,372.364,9385.47,2340.15,2975.95,767.244,23320.2,2496.95,12074.2,1160,11425.5,1859.97,22210,20449.6,299.448,1325.13,665.724,1464.31,859.698,448.255,4515.4,1272.73,948.15,2522.92,1534.59,1165.84,668.741,446.767,33486.9,1283.19,7921.14,13500.1,12445.2,458.224,18516.1,613.44,1605.47,15416.1,26604.8,20591.1,259.817,6023.93,345.215,5462.28,2251.94,527.261,8449.06,334.61,704.053,2541.95,377.033,154.72,3805.41,289.501,4841.47,3219.52,469.677,9832.12,2765.62,263.573,15816.6,4170.23,481.001,456.874,1306.81,4201.1,8334.62,1896.24,3361.81,2574.58,4811.67,3175.01,4766.14,5572.84,532.496,1000.7,4125.83,179.099,14082.3,3932.04,1319.01,420.037,387.185
"2-hydroxyhexadecanoate",505.271,209.747,511.882,269.578,142.497,19.4416,58.6616,363.353,55.2289,18.7469,15.9691,307.516,231.979,903.345,101.128,248.713,87.3344,18.8323,66.0991,432.737,23.8313,164.155,25.2412,31.4437,29.5309,99.8717,478.778,53.4317,68.0603,80.9447,19.1955,25.2551,583.212,20.3814,23.4643,31.8854,17.3051,56.1184,34.9428,27.5613,134.457,123.05,24.1257,170.716,167.374,183.922,77.8982,440.72,65.5099,28.7881,362.994,71.443,29.5602,154.2,45.7452,27.4062,216.595,23.7362,329.601,235.647,564.943,70.7657,99.7202,43.5643,31.7686,26.3251,17.5771,41.1419,50.9475,290.554,34.0382,104.493,26.1502,231.357,142.861,95.5999,38.8269,16.6592,336.778,59.5945,294.539,541.58,32.3687,635.506,59.1199,47.5009,43.7053,536.324,58.8622,209.239,58.8396,99.1293,34.9348,222.624,284.869,25.1884,32.882,25.7009,51.9883,35.3837,29.8509,98.3095,30.2213,23.9932,50.144,42.4662,44.0687,42.245,22.3087,626.534,27.0287,254.964,103.644,390.131,48.1387,360.116,33.8439,44.1897,207.646,297.726,245.344,23.4932,239.002,14.9445,111.944,145.813,21.4062,162.393,30.1975,26.0613,99.8003,39.4039,17.7264,209.977,30.056,181.212,107.679,46.6956,292.554,84.7464,17.4613,1261.85,98.3047,16.2304,21.6164,52.0449,160.088,150.267,57.7775,117.809,213.655,165.086,127.355,196.831,224.656,25.2019,78.1543,160.639,19.1749,288.235,174.358,53.638,23.0944,17.7816
"2-hydroxymyristic acid",268.093,33.0793,120.791,393.516,254.946,7449.21,717.918,1618.88,48.8306,7398.91,15.4147,77.39,30.1896,290.376,9.65754,162.989,19.4983,208.211,39.137,30.9104,5448.41,1033.19,2003.24,780.915,1760.64,2868.24,3293.39,79.2514,13.3408,2230.67,5532.02,32.8492,43.6484,2025.34,945.766,225.824,1899.92,587.604,10630.7,99.3957,2029.27,1223.67,1215.76,30.3827,17.6405,41.0304,7046.93,22.116,220.777,2200.31,3064.32,27.658,99.2704,28.1519,610.331,189.421,328.654,224.318,188.346,141.643,33.4355,200.515,337.423,215.238,1451.03,5418,406.962,762.009,98.7492,364.6,1001.46,37.0284,52.9094,94.0801,65.4248,5033.29,136.55,2696.92,132.501,93.6819,30.5955,83.1734,121.994,22.7882,818.63,518.254,9924.89,38.9499,96.1907,72.6019,59.9518,33.072,138.926,0,24.7141,81.7117,0,2590.93,3671.85,790.069,232.517,1812.28,61.1771,254.479,1502.74,867.488,83.8529,127.996,109.65,16.1399,11247.8,48.6249,2717.41,686.548,343.316,74.6439,22.0954,349.297,38.2921,2869.27,28.6206,3580.25,3387.47,7539.23,299.989,9.47506,370.177,40.1081,24.146,236.382,34.7032,43.4563,335.81,511.235,105.825,20.1536,120.973,132.843,571.996,32.6271,8.79239,24.5418,129.48,293.234,3122.82,203.999,32.1715,266.462,1423.36,697.353,28.7311,2435.65,128.286,120.81,22.4816,97.9159,229.346,48.1149,11746.1,95.7419,512.397,116.676,153.059,29.8343
"2-hydroxyphenethylamine",119.766,115.556,381.781,43.0961,400.394,48.4604,10.9577,28.8922,998.704,39.6429,106.149,560.365,36.0052,135.64,280.431,476.602,175.266,78.7093,88.6714,669.773,458.358,234.367,15.7453,380.068,1073.87,59.3678,66.0576,728.962,20.0866,13.9448,21.079,7.43636,326.36,22.655,16.1977,8.07486,8.06733,82.317,12.7574,573.975,139.74,425.197,448.517,645.497,1088.34,352.875,29.9746,779.498,334.739,49.5702,1207.83,297.013,80.6011,19.8807,103.628,601.343,215.479,189.284,1076.9,356.598,349.919,532.212,25.0836,15.468,94.8662,14.474,29978.6,47.5906,167.046,5009.87,111.134,896.73,485.225,535.602,419.696,15.3902,588.16,51.2175,57.9663,21.3659,356.808,193.682,11.265,14.3849,8.9943,45.1465,9.19516,312.136,40.5803,325.054,118.273,108.073,87.286,253.077,90.5135,9.16481,13.831,22.5588,21.9068,23.1302,13.3629,19.639,11.2021,5.32874,127.743,18.6966,72.7072,2005.56,60.2991,274.501,29.4165,167.113,34.1213,106.28,55.7367,221.674,10.1851,187.229,19.5919,38.2384,188.852,149.065,229.705,22.0788,569.458,1018.95,37.0716,215.539,296.832,67.2234,404.574,162.91,419.812,746.012,137.746,387.715,185.097,17.2692,519.633,339.077,10.4149,327.163,914.548,14.5098,1015.25,398.545,714.483,505.036,132.887,203.928,199.517,1365.44,450.9,412.43,173.94,290.636,112.313,508.695,31.4279,281.426,269.126,169.199,255.93,358.69
"2-methylglutaric acid",21.8923,201.838,65.509,367.558,336.853,180.322,63.4967,175.503,130.662,39.2692,1417.7,369.635,90.2835,57.1758,40.8723,61.9027,554.584,687.728,2795.15,57.8753,344.251,212.42,202.657,788.018,106.714,28.0786,23.809,47.8987,211.089,192.262,35.4379,371.995,1035.17,127.828,375.161,196.883,99.8745,359.72,381.485,1016.05,859.023,675.002,84.032,139.484,30.7064,454.338,568.326,51.2879,305.983,197.922,29.2983,381.699,44.4059,744.481,720.968,437.929,29.8829,415.961,88.1463,629.854,378.914,96.1085,151.983,27.4433,368.538,412.573,1036.44,846.752,708.752,43.7283,53.567,322.879,339.967,336.403,280.452,275.318,908.986,609.71,126.74,255.17,170.238,181.474,180.481,51.4495,213.067,290.524,389.111,53.7524,47.5781,60.9207,360.681,44.9036,517.309,152.17,68.8612,532.626,277.509,325.559,379.63,167.811,352.573,96.5839,120.604,130.458,1219.29,181.502,208.303,43.1923,246.776,102.851,283.986,53.6347,193.728,58.2698,240.987,299.193,607.806,91.54,31.0879,2471.27,449.777,79.652,86.7402,217.496,207.717,15.3029,86.6318,1999.6,52.6031,151.647,16.9505,124.121,36.0529,40.6563,52.2912,91.71,50.6524,63.2263,549.246,427.601,66.2852,13.5712,68.5883,58.6615,98.9179,28.4342,22.5099,562.713,1363.47,411.876,16.3537,44.6475,11.9197,513.315,1573.67,22.5668,25.3922,78.2524,272.945,909.633,324.847,252.649,79.3247,45.5711
"3-methyladipate-pimelate",5.70761,594.513,482.68,41.0858,315.692,222.309,128.149,268.881,580.382,256.891,236.351,266.992,0,449.051,193.617,265.096,141.437,73.5732,106.094,313.751,17.6152,35.7882,59.5215,421.6,244.876,69.0187,354.137,37.0429,163.41,39.6399,299.476,31.6085,186.21,238.593,31.5439,26.2133,0,115.69,4.57385,838.685,559.385,231.686,44.8418,50.1889,0,7.47995,14.0125,539.419,849.898,64.5877,691.854,242.38,259.232,0,359.515,601.397,255.387,32.2958,7.79444,517.419,7.4492,54.3128,70.1461,0,173.773,107.616,168.229,146.398,273.245,267.139,114.628,456.192,30.2673,883.583,305.695,0,132.067,154.366,8.35367,21.9722,0,377.249,13.5257,23.0621,910.467,69.9293,0,0,233.887,51.849,136.312,6.62677,198.967,0,0,34.971,98.5853,159.945,831.234,415.361,65.7455,13.6554,42.6071,21.6183,18.7952,0,279.001,86.3223,604.145,0,128.947,0,329.474,0,222.308,0,485.8,631.913,0,42.0823,200.342,170.417,676.004,84.1978,7.78131,0,409.267,4.55997,364.817,715.488,299.965,11.438,953.895,0,1228.29,35.4683,0,72.3899,223.474,4.15322,705.672,62.3233,386.668,55.2091,512.371,1370.3,622.529,471.032,527.647,81.8225,0,208.285,676.081,542.556,35.6028,311.608,550.949,179.027,81.3221,113.597,680.627,191.208,862.395,481.707
"3-methylhistidine",12.848,7.94633,11.7399,46.1612,20.3021,0,23.8968,46.3821,189.427,663.783,229.934,29.8549,0,74.9796,210.724,26.5694,217.232,187.79,52.0711,11.2462,135.529,122.315,46.659,187.411,74.3815,119.665,22.8194,525.296,724.58,27.5999,171.511,65.3295,56.7077,239.782,74.1466,10.5882,27.6865,439.751,16.4453,175.314,49.2077,8.49882,294.595,64.4682,22.8874,16.7646,75.1013,15.1097,201.085,81.9918,125.574,118.157,442.102,64.234,480.004,223.549,207.75,246.043,38.3646,420.238,133.476,350.199,82.4323,20.5498,48.8572,83.7454,304.912,100.313,146.427,28.0538,168.065,301.478,60.4775,228.743,126.951,44.2281,184.555,284.956,10.1447,57.1003,12.7298,0,44.3555,0,34.9129,27.9393,0,20.7143,7.82482,18.9686,104.564,70.0597,55.3335,19.0548,37.3913,24.7874,13.2098,23.9034,28.7122,17.2349,28.6191,52.7867,20.4919,19.8681,0,107.928,51.1241,65.5514,189.904,88.7215,55.3762,0,66.6988,12.2274,81.9279,14.8547,22.6074,82.3129,0,66.2444,95.7604,77.5474,7.42791,220.265,21.1543,67.689,241.281,28.8157,37.0559,123.325,18.5183,51.0247,22.1797,25.8298,70.0488,124.046,90.6892,39.8402,87.2338,323.556,130.486,348.746,22.0475,108.068,133.454,48.2977,724.44,13.6316,12.5892,74.3969,233.247,36.9237,16.853,31.0205,20.4621,236.252,18.3111,27.2234,27.484,61.5459,61.4335,155.554,23.3596,142.061
"3-methylxanthine",142.129,91.9306,142.669,164.544,35.4285,28.9933,64.6253,87.4351,43.3796,10.0346,31.8355,83.4285,160.358,138.3,52.3007,114.912,143.315,0,35.0767,91.3003,2.70173,92.5354,28.5853,99.839,10.1555,21.5624,20.8373,28.0311,11.3995,29.4307,9.4646,32.0072,190.918,24.2905,9.70046,27.5855,0,14.1282,0,109.285,41.9167,48.0456,63.7361,69.6523,59.7389,52.6183,4.66352,150.56,40.5607,137.329,87.975,45.0116,36.0876,0,27.0016,66.5796,46.0053,13.3397,82.819,148.734,115.233,214.059,18.2694,0,0,50.4044,35.2745,0,49.7036,117.868,26.3459,34.1835,41.0561,127.016,180.217,78.9091,34.411,63.1119,77.1084,85.0445,76.7505,73.329,81.0144,22.2004,23.2103,65.0392,130.756,141.175,134.819,96.1216,559.259,27.1262,61.5699,95.4712,97.1728,7.78375,0,44.9098,68.224,161.146,14.562,84.3068,20.4929,74.767,119.574,19.1605,141.508,35.7949,250.04,163.765,136.365,263.782,35.335,120.318,20.4029,345.901,186.45,53.637,72.2251,25.5496,26.4875,36.3516,162.684,9.8803,51.6041,73.1775,54.372,30.4603,28.7073,50.7975,54.1216,28.7359,71.38,75.0696,36.6516,41.2668,37.5008,0,68.9259,37.0956,32.2189,33.8393,89.5609,24.9223,71.7605,102.968,113.339,61.2403,77.3488,28.5103,53.5511,58.916,46.8082,153.429,108.559,18.4441,100.598,10.0767,4.49325,60.9702,64.8076,12.761,27.101,51.5786
"4-guanidinobutanoic acid",1492.37,544.207,5126.41,376.044,302.201,647.134,590.192,343.584,602.873,158.012,217.841,2899.41,304.886,528.233,477.562,4984.54,1230.53,243.654,762.128,5963.39,539.246,1247.46,307.436,1638.02,108.654,796.623,210.621,673.755,1708.32,201.564,199.577,83.5334,510.437,741.201,392.953,105.155,49.9297,502.805,100.762,8923.29,2150.66,1898.35,345.993,4394.15,2416.46,1067.9,430.213,3839.62,442.053,611.897,610.857,1366.71,439.066,86.0486,387.979,717.803,631.675,918.338,1004.44,5688.75,5182.15,1314.12,1233.69,100.482,2301.62,1364.21,1976.03,193.082,319.19,3519.2,1590.99,280.5,2067.14,2778.27,859.945,64.5131,1206.88,1466.59,312.478,409.432,513.429,565.89,230.276,365.3,887.1,548.438,354.695,393.263,391.985,310.648,267.328,344.776,487.866,1214.39,666.749,107.907,228.197,261.591,462.407,483.98,463.085,125.318,268.449,964.084,138.299,285.773,272.519,236.795,278.277,1435.08,171.002,445.449,837.937,192.516,195.982,1167.59,361.729,251.12,440.933,390.716,867.792,179.545,553.238,74.8274,366.484,1160.94,903.477,835.423,312.869,440.542,776.361,854.629,403.623,594.048,373.027,1956.27,525.507,189.054,759.78,800.485,164.104,456.05,1263.07,541.409,227.783,858.428,1503.74,550.662,442.38,364.091,1142.65,512.987,258.839,859.498,720.574,155.416,1091.02,219.561,196.951,535.532,924.22,555.129,311.996,201.103
"4-hydroxy-3-methylacetophenone",603.603,345.589,32.4742,185.238,801.631,0,0,532.358,1767.87,0,1176.73,0,0,25.9046,2211.46,306.247,1511,1421.58,38.6447,349.841,52.2929,538.659,19.8462,746.444,0,409.575,0,236.535,0,0,0,301.301,2473.66,0,635.344,0,0,308.846,0,255.724,1618.1,0,1487.45,0,0,0,0,500.174,3064.37,918.432,286.16,2062.41,1984.06,264.033,455.865,442.127,342.015,0,0,1062.68,0,613.01,195.832,0,507.067,18.1951,859.188,0,1151.3,0,4.07533,1413.23,28.2307,957.736,37.489,0,1347.19,351.853,0,352.274,0,130.351,148.523,0,0,228.188,0,0,107.729,10.6491,775.76,435.017,563.419,0,166.96,0,0,0,0,0,27.7454,78.2411,0,182.225,0,0,550.165,1215.84,209.86,0,408.091,178.357,0,0,474.87,21.8715,22.8585,2049.72,0,0,2860.94,489.897,33.1708,257.727,374.139,56.6832,1054.88,737.27,1550.25,57.2083,0,525.251,653.156,0,27.9476,1156.66,1433.25,0,16.7607,24.6505,0,1140.85,0,294.755,470.022,2178.22,0,0,3722.72,587.102,0,62.2269,7.90518,0,13.5744,398.82,0,25.4442,0,0,0,941.569,8.39774,1469.01
"4-hydroxybenzaldehyde",1507.62,145.222,30.3396,1240.3,139.924,5.85767,0,23.6063,137.516,4.36859,45.5056,5.60086,99.705,58.3007,11.6314,26.9635,10.8206,5.579,10.1014,6.97684,5.46784,19.5951,4.82665,40.8653,17.0116,12.9877,7.51237,19.2353,10.6553,6.49709,5.12887,5.16451,601.475,5.56235,6.40795,0,0,9.29725,5.37433,4.78926,66.8917,21.0403,60.1485,255.355,71.0989,12.0391,6.24376,16.4917,190.67,147.537,22.878,6.66397,1192.33,0,236.136,3.90386,42.7753,2.11103,103.27,4.19806,6.60302,4.20814,0,6.71185,7.14388,3.82926,7.17896,4.54895,30.4519,63.3348,101.488,13.4079,2.59994,5.74152,7.40453,3.608,6.08041,9.9754,35.873,9.24956,82.2568,414.802,5.05354,0,19.8712,30.9571,0,1367.7,69.6235,197.093,380.738,31.9998,188.693,4.79239,3.66377,6.60167,2.7186,6.87884,8.25383,8.49445,69.7354,5.0554,0,5.44165,4.92089,5.60167,13.9457,4.383,3.63088,11.9357,16.5968,3.03739,11.193,23.6753,5.79456,7.79893,4.20693,91.425,10.0938,4.20468,7.57616,8.41676,50.9091,2.81055,58.9344,109.689,7.74835,20.1881,31.2987,4.79109,7.69681,3.77456,29.4891,10.9047,7.08904,6.56585,106.384,0,8.91471,5.00523,7.36992,4.14884,28.4799,3.34988,7.24784,160.312,10.0395,10.5228,7.73772,6.49266,8.13961,10.5867,58.1342,195.832,5.96446,24.6285,6.09869,88.3107,0,20.9611,9.92831,7.96195,56.2139,116.38
"4-hydroxystyrene",735.922,41.1237,41.2858,36.294,75.1944,147.636,7.77959,628.841,417.287,165.644,270.975,184.754,108.698,993.739,18.2437,139.569,467.689,1263.08,108.068,35.6474,35.3322,70.7227,133.721,226.505,266.266,950.11,69.4985,114.108,193.674,8.8402,223.65,43.7998,1147.33,4449.24,2878.36,33.5382,15.6341,144.209,0,1566,97.952,69.069,2334.07,45.1487,1.20655,310.116,17.0883,621.753,9.19237,409.921,69.9461,36.4528,28.3886,0,454.598,302.682,347.541,40.6694,24.5069,588.437,19.7614,138.187,114.563,9.7505,92.267,184.94,192.886,12.0225,512.008,15.6372,93.5208,109.626,107.972,32.8415,10.6985,99.0745,878.877,339.869,59.9738,1758.9,46.2143,1104.51,62.9841,20.4958,51.9057,1547.72,71.0093,33.8595,85.122,1289.55,124.512,109.114,543.87,47.8163,72.4932,30.8088,54.6609,625.287,72.1677,189.593,67.9014,11.5505,379.759,68.2253,319.009,18.6236,24.2617,61.6112,173.927,36.926,148.478,112.295,1417.83,44.5806,88.2959,131.582,42.0353,296.116,5.73781,307.423,1037.47,551.275,5.24441,69.1167,21.0514,16.9373,54.3955,340.993,4.95318,152.384,102.329,72.7511,156.98,831.613,90.9796,21.1406,15.623,0,341.654,229.137,32.1987,79.6929,186.094,114.866,260.43,122.213,24.8524,156.267,195.171,120.173,20.0405,130.887,42.5286,8.35279,18.1818,374.427,299.27,323.247,57.3786,104.388,17.8337,42.3215,23.3584,19.3584
"4-methylcatechol",5751.9,1538.6,8604.46,531.664,2312.11,2975.38,173.878,1769.13,15757.4,2085.87,1305.55,4280.19,840.818,1368.55,13778.7,5786.46,7939.11,1163.69,4605.84,4669.96,1120.7,2108.37,730.007,6761.62,876.639,1962.73,1387.36,2411.37,4880.99,272.143,2277.37,1442.13,1848.57,3360.62,1279.67,1364.67,863.421,3990.91,1025.78,2716.3,2798.14,3718.89,6346.46,6754.94,27181.3,4405.1,2861.71,6508.47,2682.09,7346.4,5796.88,4718.04,4272.88,56.0495,3571.61,1467.71,5309.04,185.09,16.6859,3200.74,12242.1,3772.43,368.686,1892.73,2541.21,1739.2,4410.17,4096.18,4200.04,2365.04,3298.77,2502.61,648.04,3793.39,26349.6,4770.1,2660.39,19671,1079.58,620.915,33.7435,2578.91,407.992,567.357,360.868,810.004,557.767,1520.03,3549.28,1415.2,7646.86,2039.43,1265.61,234.611,3106.05,2399.88,702.943,4172.65,3782.67,1953.86,1678.65,268.275,521.037,1791.36,1360.25,630.859,2870.09,1273.51,2889.16,14.9481,843.967,4602,5058.27,4224.91,814.746,3928.99,335.329,969.088,369.571,1919.61,982.752,1237.66,1731.25,984.256,2780.46,5194.5,1330.86,1633.11,3562.43,517.5,5004.62,1425.56,2340.73,3629.63,2067.51,2244.35,4335.29,384.253,5783.85,1845.03,1362.96,4911.55,2212.7,1524.21,1324.9,2012.33,3688.22,4364.57,1582.17,978.457,3425.74,5170.34,1175.99,3526.42,1846.88,2639.74,1888.81,2611.11,176.672,1672.23,1942.51,632.754,1500.6,2690.02
"4-nitrophenol",431.897,93.1153,128.008,49.7,9.91597,197.689,31.7262,55.8851,398.164,55.9868,75.9964,130.648,17.6778,72.7122,20.744,143.094,39.2638,17.0911,0,121.96,0,43.0405,0,489.157,19.2386,0,65.5556,75.1584,166.711,0,74.9955,0,840.244,20.736,0,0,14.8255,7.09597,0,351.35,151.227,26.2645,15.1006,184.77,12.9346,266.274,0,131.739,110.529,38.5665,82.5784,18.7484,323.905,0,67.1246,160.169,53.8633,18.2976,796.817,85.1741,429.374,0,17.4852,127.098,50.0877,8.5692,43.4075,144.816,47.9587,459.839,0,416.045,10.3999,182.554,189.989,0,214.993,0,145.792,0,72.6417,209.733,0,0,326.804,14.7463,0,314.248,508.578,0,30.783,40.6626,10.4015,105.602,26.2523,0,64.9616,18.0411,238.308,117.963,0,0,0,0,0,0,25.2163,42.8364,68.3424,153.459,0,47.4222,53.7858,8.76934,57.997,87.316,31.5924,165.561,0,0,169.243,0,1017.13,44.463,83.9596,1528.76,207.822,163.857,66.3668,692.763,200.986,4.97394,759.549,0,499.311,36.0375,321.114,14.3116,449.434,14.6702,158.526,98.8625,731.009,68.8383,370.054,578.973,289.322,253.642,675.629,10.0768,435.497,75.7249,777.092,1744.49,221.745,93.7771,248.85,109.035,72.4035,4.31115,701.864,13.4589,1063.76,998.88
"4-pyridoxate",41.9683,24.1424,230.782,515.423,0,0,0,246.045,0,0,0,21.6998,180.709,21.6181,0,125.301,0,0,71.0517,90.5187,0,105.554,0,0,0,0,33.6875,0,0,0,0,0,266.805,0,0,0,0,8.33743,0,0,15.1416,55.7637,0,177.159,83.8463,139.736,0,149.986,0,0,140.312,0,0,135.22,0,4.54806,0,0,287.273,38.0431,72.0459,206.715,32.8706,0,0,0,0,4.46508,15.6706,135.235,0,11.4297,0,48.2935,257.396,16.6141,0,0,102.39,0,174.134,149.003,0,0,0,0,0,165.838,0,122.958,0,0,0,207.6,21.2791,0,0,0,0,0,0,0,0,0,7.77866,0,0,0,0,465.425,0,262.915,101.767,162.964,0,483.977,0,0,103.856,69.6693,142.88,0,159.98,0,90.2875,237.561,0,285.328,0,2.20286,168.314,0,0,170.852,0,178.097,132.634,0,260.28,81.8258,0,40.3957,342.574,1.94612,1.36069,4.80249,147.255,182.835,53.5329,52.1432,30.3841,69.1892,133.272,145.485,246.725,6.44748,300.858,18.3097,0,341.32,14.9977,36.8295,0,0
"5-acetylamino-6-amino-3-methyluracil",149.753,95.4602,168.997,107.961,149.572,102.272,141.141,274.63,136.518,117.629,100.546,183.76,86.8398,95.0148,255.481,146.803,379.391,48.2835,169.962,142.991,74.4292,251.877,191.15,198.041,306.947,93.4272,135.733,105.059,89.9916,378.551,110.681,303.024,148.207,163.041,129.751,246.677,91.5277,95.3371,230.643,208.857,116.142,123.367,137.899,85.146,107.179,70.7346,466.514,222.764,160.459,316.256,72.0966,237.452,179.153,245.853,136.756,104.62,191.838,193.371,151.462,181.557,233.124,115.395,355.489,464.305,291.2,240.817,133.47,354.074,123.845,111.602,88.6813,150.655,353.464,153.502,156.198,210.443,542.243,77.3322,65.4058,194.821,150.596,242.81,101.41,393.091,82.293,134.274,477.847,76.5505,184.566,152.453,221.357,140.548,322.556,224.849,115.438,246.045,241.131,234.912,788.774,411.882,337.264,123.189,107.699,228.975,231.082,514.82,185.464,375.927,228.997,292.216,194.612,171.069,507.599,247.711,191.889,299.851,437.292,426.251,85.2634,568.126,204.739,101.195,158.698,51.6247,171.236,157.644,348.962,247.768,240.149,170.525,246.112,256.745,117.523,288.551,250.036,215.693,98.7125,217.347,128.676,142.928,119.236,155.939,159.122,226.632,196.302,166.675,204.08,99.8953,79.5412,159.169,303.721,152.079,259.968,119.351,145.194,126.483,208.672,50.9796,55.8318,180.664,264.831,115.727,128.31,187.506
"5alpha-cholestanol",18.1549,975.084,1339.96,1026.95,2814.09,1097.78,1412.11,2922.87,2110.13,2080.03,1128.91,2400.26,8.70935,1691.62,1592.36,2855.4,2093.69,1525.93,2023.98,1879.99,706.266,506.236,1094.78,4058.19,834.074,1515.15,1132.38,486.123,1892.39,489.814,1676.25,742.884,95.8094,1157.94,1668.09,694.223,569.487,1805.05,441.588,3666.68,1893.43,1202.97,2288.81,498.669,91.2696,438.503,1761.45,890.79,1394.71,2295.61,2057.46,2327.53,2547.32,69.6265,1692.3,497.267,2002.12,488.663,413.558,2176.51,1153.01,3302.65,988.276,1570.45,361.874,794.722,846.9,1501.79,2132.39,2717.85,1488.78,2024.29,586.812,1836.57,391.604,2422.92,1694.04,1732.67,21.6303,1131.77,22.445,2325.45,1188.38,2263.64,1119.82,1264.79,28.1153,14.4592,1939.22,3535.14,2672.94,420.359,1923.57,11.4786,2511.08,726.35,727.685,1403.23,2421.61,1437.33,1569.44,371.01,1606.03,968.747,1310.9,1180.15,2541.69,1564.08,2365.67,105.794,766.128,13.1874,2065.24,8.46775,1280.81,20.4331,1779.88,2477.71,0,636.38,2148.4,1560.19,1056.91,1863.01,205.938,49.7773,2941.92,510.701,2451.86,1347.32,2506,1467.79,2032.46,25.9144,1711.47,759.611,166.3,891.033,3479.04,62.0526,2212.44,3830.75,597.231,1395.12,1209.97,2902.08,3496.91,2058.33,1406.67,2187.71,351.791,2472.15,4528.02,3644.8,48.0615,2882.04,2051.84,1793.32,354.74,1767.54,692.566,1623.78,3256.92,2214.57
